event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,77400,339000,261600,338%,3003,776%
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,43860,146880,103020,235%,245,570%
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,9570,6325,-3245,-34%,28,32%
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,53040,179520,126480,238%,300,577%
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,57120,153510,96390,169%,210,438%
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,36600,142000,105400,288%,1237,676%
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,2604,1488,-1116,-43%,6,14%
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,19200,76200,57000,297%,444,694%
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,57964,55891.4,-2072.6,-4%,148,44%
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,38760,116280,77520,200%,190,500%
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,5490,3375,-2115,-39%,-11,-18%
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,76160,259420,183260,241%,372,581%
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,8030,5225,-2805,-35%,22,30%
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,1254000,2705000,1451000,116%,664,159%
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,432000,935000,503000,116%,230,160%
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,3968,2852,-1116,-28%,28,44%
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,166840,156150.2,-10689.8,-6%,77,40%
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,21350,62300,40950,192%,295,484%
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,7475,4907.5,-2567.5,-34%,36,31%
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,164280,415510,251230,153%,1802,406%
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,62712,41301,-21411,-34%,-49,-12%
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,15580,10165,-5415,-35%,25,30%
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,5320,3705,-1615,-30%,11,39%
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,2232,1302,-930,-42%,6,17%
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,6270,3990,-2280,-36%,9,27%
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,430860,403916.2,-26943.8,-6%,200,40%
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,7200,27900,20700,288%,162,675%
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,5555,3671.25,-1883.75,-34%,-12,-12%
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,152810,407740,254930,167%,1791,434%
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,387860,353210.6,-34649.4,-9%,162,36%
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,4400,2887.5,-1512.5,-34%,-10,-13%
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,34300,130200,95900,280%,646,659%
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,34510,119000,84490,245%,171,590%
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,131350,557960,426610,325%,2661,750%
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,4750,3325,-1425,-30%,10,40%
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,14110,8715,-5395,-38%,-6,-18%
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,7470,4357.5,-3112.5,-42%,-4,-22%
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,20300,51800,31500,155%,238,410%
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,29050,19608.75,-9441.25,-33%,-7,-10%
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,8550,6935,-1615,-19%,28,62%
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,4620,3025,-1595,-35%,13,31%
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,71600,282000,210400,294%,2462,688%
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,3224,2325,-899,-28%,23,44%
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,12540,9690,-2850,-23%,36,55%
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,1400,787.5,-612.5,-44%,-7,-25%
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,387000,365310.8,-21689.2,-6%,184,41%
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,5330,3965,-1365,-26%,40,49%
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,339700,409678.2,69978.2,21%,316,80%
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,366000,855000,489000,134%,220,180%
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,7735,5005,-2730,-35%,35,29%
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,7378,4278,-3100,-42%,19,16%
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,32900,129850,96950,295%,648,689%
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,948000,2147500,1199500,127%,543,172%
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,14100,47100,33000,234%,267,568%
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,13695,8403.75,-5291.25,-39%,-6,-18%
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,41085,27078.75,-14006.25,-34%,-12,-12%
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,800,487.5,-312.5,-39%,-3,-19%
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,8550,6840,-1710,-20%,27,60%
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,107100,415140,308040,288%,709,675%
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,350880,364158.4,13278.4,4%,224,55%
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,32130,127330,95200,296%,187,693%
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,52104,30420,-21684,-42%,-74,-22%
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,135790,526510,390720,288%,2479,675%
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,1045,618.75,-426.25,-41%,-4,-21%
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,315620,346296.2,30676.2,10%,234,64%
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,152440,597550,445110,292%,2818,684%
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,301860,303081.2,1221.2,0%,175,50%
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,32680,36070.12,3390.12,10%,123,65%
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,24480,81600,57120,233%,136,567%
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,2000,1237.5,-762.5,-38%,-7,-18%
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,53196,38259,-14937,-28%,-14,-4%
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,5830,4166.25,-1663.75,-29%,-5,-5%
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,44032,41255.92,-2776.08,-6%,102,40%
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,47644,44597.88,-3046.12,-6%,110,40%
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,5320,2945,-2375,-45%,3,11%
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,288960,332467.4,43507.4,15%,241,72%
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,55930,218960,163030,291%,321,683%
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,510840,471907.8,-38932.2,-8%,225,38%
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,6490,3795,-2695,-42%,10,17%
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,2000,1237.5,-762.5,-38%,-7,-18%
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,945000,2440000,1495000,158%,661,210%
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,9310,6460,-2850,-31%,19,39%
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,152440,597550,445110,292%,2818,684%
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,109040,78300,-30740,-28%,-16,-4%
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,2790,1643,-1147,-41%,8,18%
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,25550,98700,73150,286%,491,673%
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,3080,2227.5,-852.5,-28%,-2,-4%
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,25284,24661.36,-622.64,-2%,67,46%
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,6695,3542.5,-3152.5,-47%,6,6%
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,3596,2015,-1581,-44%,7,12%
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,29068,23739.44,-5328.56,-18%,37,22%
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,3965,2210,-1755,-44%,7,11%
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,393020,315757.6,-77262.4,-20%,91,20%
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,73950,42630,-31320,-42%,-59,-23%
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,23655,13695,-9960,-42%,-13,-23%
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,53550,180880,127330,238%,259,576%
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,16450,56350,39900,243%,275,585%
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,332820,305386,-27434,-8%,143,37%
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,9165,5102.5,-4062.5,-44%,16,11%
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,17700,69900,52200,295%,407,690%
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,3520,2392.5,-1127.5,-32%,-6,-9%
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,7410,5225,-2185,-29%,16,41%
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,7700,4785,-2915,-38%,17,24%
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,73080,42630,-30450,-42%,-56,-22%
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,14700,44800,30100,205%,214,510%
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,11970,7695,-4275,-36%,18,29%
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,34572,35148.2,576.2,2%,104,52%
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,6460,3705,-2755,-43%,5,15%
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,51000,201800,150800,296%,1763,691%
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,60840,36036,-24804,-41%,-82,-21%
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,6985,4496.25,-2488.75,-36%,-18,-14%
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,1320,783.75,-536.25,-41%,-5,-21%
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,6050,3547.5,-2502.5,-41%,-24,-22%
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,74970,247520,172550,230%,353,560%
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,11205,6847.5,-4357.5,-39%,-5,-19%
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,36808,30769.08,-6038.92,-16%,53,25%
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,307880,309419.4,1539.4,0%,179,50%
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,58290,37845,-20445,-35%,-27,-13%
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,46956,30888,-16068,-34%,-37,-12%
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,4092,2852,-1240,-30%,26,39%
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,41300,159250,117950,286%,792,671%
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,3534,2790,-744,-21%,33,58%
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,1071000,2615000,1544000,144%,689,193%
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,38180,25211.25,-12968.75,-34%,-11,-12%
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,3630,2365,-1265,-35%,10,30%
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,58310,221340,163030,280%,323,659%
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,15200,11780,-3420,-23%,44,55%
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,16800,58800,42000,250%,336,600%
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,9880,6935,-2945,-30%,21,40%
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,86700,357000,270300,312%,615,724%
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,7260,4510,-2750,-38%,16,24%
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,49980,221340,171360,343%,330,786%
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,31500,129850,98350,312%,652,724%
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,248540,232784.8,-15755.2,-6%,115,40%
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,2294,1643,-651,-28%,16,43%
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,552120,528951.6,-23168.4,-4%,276,43%
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,633000,1535000,902000,142%,403,191%
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,6695,5200,-1495,-22%,57,55%
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,8580,5720,-2860,-33%,26,33%
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,29750,75250,45500,153%,345,406%
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,73080,49155,-23925,-33%,-26,-10%
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,24500,98350,73850,301%,492,703%
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,41452,46556.96,5104.96,12%,163,68%
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,14250,9310,-4940,-35%,23,31%
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,90190,66120,-24070,-27%,-7,-2%
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,50750,32625,-18125,-36%,-25,-14%
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,660,453.75,-206.25,-31%,-1,-8%
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,7200,27600,20400,283%,160,667%
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,21000,72900,51900,247%,416,594%
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,38850,101500,62650,161%,469,423%
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,39270,153510,114240,291%,225,682%
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,10375,6847.5,-3527.5,-34%,-3,-12%
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,1100,675,-425,-39%,-4,-18%
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,715,371.25,-343.75,-48%,-4,-31%
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,45150,189000,143850,319%,951,737%
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,54740,241570,186830,341%,360,783%
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,9310,7220,-2090,-22%,27,55%
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,5940,4185,-1755,-30%,-4,-6%
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,29400,99750,70350,239%,486,579%
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,50% OFF,67,95,4154,2945,-1209,-29%,28,42%
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,177970,699300,521330,293%,3299,686%
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,173530,688570,515040,297%,3253,694%
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,172050,763680,591630,344%,3663,788%
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,14940,9026.25,-5913.75,-40%,-7,-19%
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,3348,2573,-775,-23%,29,54%
e23132,STVJD-0,CAMP_DIW_01,P08,1190,BOGOF,26,86,30940,102340,71400,231%,146,562%
d76198,STCHE-4,CAMP_DIW_01,P08,1190,BOGOF,54,213,64260,253470,189210,294%,372,689%
0ae76a,STMLR-1,CAMP_SAN_01,P11,190,50% OFF,21,30,3990,2850,-1140,-29%,9,43%
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,14700,50750,36050,245%,248,590%
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,26250,70000,43750,167%,325,433%
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,100920,72645,-28275,-28%,-14,-4%
0b9826,STHYD-6,CAMP_DIW_01,P11,190,50% OFF,57,71,10830,6745,-4085,-38%,14,25%
fbab9b,STMYS-1,CAMP_DIW_01,P01,172,33% OFF,334,591,57448,68106.84,10658.84,19%,257,77%
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,500 Cashback,54,125,162000,312500,150500,93%,71,131%
2e48c4,STVSK-0,CAMP_DIW_01,P09,110,50% OFF,50,76,5500,4180,-1320,-24%,26,52%
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,500 Cashback,79,171,237000,427500,190500,80%,92,116%
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,101010,444370,343360,340%,2129,780%
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,12600,42700,30100,239%,208,578%
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,108120,432480,324360,300%,742,700%
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,825,495,-330,-40%,-3,-20%
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,1375,742.5,-632.5,-46%,-7,-28%
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,1248000,3472500,2224500,178%,973,234%
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,1155,701.25,-453.75,-39%,-4,-19%
a5800c,STMYS-3,CAMP_SAN_01,P12,62,50% OFF,60,67,3720,2077,-1643,-44%,7,12%
5d5637,STCHE-0,CAMP_DIW_01,P09,110,50% OFF,94,119,10340,6545,-3795,-37%,25,27%
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,113220,437580,324360,286%,747,673%
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,34030,24900,-9130,-27%,-2,-2%
1192bc,STCBE-4,CAMP_DIW_01,P11,190,50% OFF,59,79,11210,7505,-3705,-33%,20,34%
be65d7,STTRV-0,CAMP_DIW_01,P12,62,50% OFF,54,68,3348,2108,-1240,-37%,14,26%
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,92220,60030,-32190,-35%,-42,-13%
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,3510,2092.5,-1417.5,-40%,-8,-21%
5f29e7,STMLR-1,CAMP_DIW_01,P12,62,50% OFF,71,90,4402,2790,-1612,-37%,19,27%
802dfa,STBLR-3,CAMP_SAN_01,P07,300,BOGOF,54,217,16200,65100,48900,302%,380,704%
0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,BOGOF,29,115,34510,136850,102340,297%,201,693%
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,107100,281520,174420,163%,447,426%
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,900,600,-300,-33%,-2,-11%
2.70E+61,STHYD-1,CAMP_DIW_01,P05,55,25% OFF,110,96,6050,3960,-2090,-35%,-14,-13%
bd3f78,STHYD-0,CAMP_DIW_01,P11,190,50% OFF,68,104,12920,9880,-3040,-24%,36,53%
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,1155,783.75,-371.25,-32%,-2,-10%
f41256,STMLR-1,CAMP_SAN_01,P15,3000,500 Cashback,58,128,174000,320000,146000,84%,70,121%
f25735,STBLR-3,CAMP_DIW_01,P09,110,50% OFF,66,85,7260,4675,-2585,-36%,19,29%
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,88800,235320,146520,165%,1032,430%
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,33% OFF,250,382,43000,44021.68,1021.68,2%,132,53%
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,21000,81900,60900,290%,408,680%
6bce12,STMYS-0,CAMP_SAN_01,P07,300,BOGOF,46,120,13800,36000,22200,161%,194,422%
25902,STMYS-2,CAMP_DIW_01,P11,190,50% OFF,70,93,13300,8835,-4465,-34%,23,33%
1dd472,STMLR-1,CAMP_SAN_01,P04,370,BOGOF,220,886,81400,327820,246420,303%,1552,705%
f94f2f,STTRV-1,CAMP_DIW_01,P08,1190,BOGOF,28,92,33320,109480,76160,229%,156,557%
802b3c,STBLR-1,CAMP_DIW_01,P15,3000,500 Cashback,369,1007,1107000,2517500,1410500,127%,638,173%
4aa7ef,STHYD-1,CAMP_DIW_01,P07,300,BOGOF,59,176,17700,52800,35100,198%,293,497%
4e0e90,STVSK-2,CAMP_DIW_01,P12,62,50% OFF,80,124,4960,3844,-1116,-23%,44,55%
9155d1,STTRV-1,CAMP_DIW_01,P11,190,50% OFF,33,43,6270,4085,-2185,-35%,10,30%
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,4410,2632.5,-1777.5,-40%,-10,-20%
fb29d7,STMYS-3,CAMP_SAN_01,P06,415,25% OFF,28,23,11620,7158.75,-4461.25,-38%,-5,-18%
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,60060,43173,-16887,-28%,-16,-4%
2abe5e,STCHE-6,CAMP_SAN_01,P06,415,25% OFF,40,28,16600,8715,-7885,-48%,-12,-30%
4a77da,STMLR-0,CAMP_SAN_01,P02,860,33% OFF,243,332,208980,191298.4,-17681.6,-8%,89,37%
d46611,STMLR-2,CAMP_DIW_01,P05,55,25% OFF,47,40,2585,1650,-935,-36%,-7,-15%
30b66a,STBLR-7,CAMP_DIW_01,P11,190,50% OFF,84,131,15960,12445,-3515,-22%,47,56%
e0a83a,STBLR-8,CAMP_DIW_01,P07,300,BOGOF,63,221,18900,66300,47400,251%,379,602%
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,43836,28548,-15288,-35%,-37,-13%
a16acc,STBLR-4,CAMP_SAN_01,P11,190,50% OFF,43,59,8170,5605,-2565,-31%,16,37%
250dee,STCHE-0,CAMP_SAN_01,P01,172,33% OFF,237,341,40764,39296.84,-1467.16,-4%,104,44%
62769f,STMDU-3,CAMP_SAN_01,P05,55,25% OFF,16,12,880,495,-385,-44%,-4,-25%
8d7458,STCBE-1,CAMP_DIW_01,P12,62,50% OFF,98,109,6076,3379,-2697,-44%,11,11%
6bf19b,STTRV-1,CAMP_DIW_01,P04,290,25% OFF,169,160,49010,34800,-14210,-29%,-9,-5%
10a8b7,STMYS-2,CAMP_SAN_01,P12,62,50% OFF,61,87,3782,2697,-1085,-29%,26,43%
bcffbb,STCBE-0,CAMP_DIW_01,P11,190,50% OFF,36,56,6840,5320,-1520,-22%,20,56%
bea96f,STVSK-2,CAMP_SAN_01,P14,1020,BOGOF,64,250,65280,255000,189720,291%,436,681%
ebd35e,STBLR-8,CAMP_DIW_01,P04,290,25% OFF,323,251,93670,54592.5,-39077.5,-42%,-72,-22%
b7f012,STMYS-2,CAMP_SAN_01,P15,3000,500 Cashback,118,208,354000,520000,166000,47%,90,76%
b79118,STVSK-3,CAMP_DIW_01,P04,290,25% OFF,236,210,68440,45675,-22765,-33%,-26,-11%
657a95,STCHE-4,CAMP_DIW_01,P12,62,50% OFF,126,168,7812,5208,-2604,-33%,42,33%
f41ca1,STCBE-2,CAMP_DIW_01,P07,300,BOGOF,42,166,12600,49800,37200,295%,290,690%
4d8607,STCHE-0,CAMP_DIW_01,P03,156,25% OFF,323,293,50388,34281,-16107,-32%,-30,-9%
ffcda1,STVJD-0,CAMP_DIW_01,P11,190,50% OFF,42,55,7980,5225,-2755,-35%,13,31%
c6e3ae,STCHE-0,CAMP_SAN_01,P13,350,BOGOF,117,457,40950,159950,119000,291%,797,681%
a9d059,STCHE-7,CAMP_DIW_01,P14,1020,BOGOF,50,202,51000,206040,155040,304%,354,708%
f21f4c,STVSK-3,CAMP_DIW_01,P09,110,50% OFF,50,58,5500,3190,-2310,-42%,8,16%
