event_id,store_id,campaign_id,product_code,Category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
b6dd84,STVJD-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,166,225,"? 28,552","? 25,929","-? 2,623",-9%,59,36%
151c7d,STMLR-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,49,42,"? 20,335","? 13,073","-? 7,263",-36%,-7,-14%
240703,STHYD-5,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,471,659,"? 4,05,060","? 3,79,716","-? 25,344",-6%,188,40%
8d5095,STCBE-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,234,840,"? 7,02,000","? 21,00,000","? 13,98,000",199%,606,259%
efd0d2,STMYS-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,486,1273,"? 14,58,000","? 31,82,500","? 17,24,500",118%,787,162%
8ef678,STMYS-3,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,311,398,"? 53,492","? 45,866","-? 7,626",-14%,87,28%
4ca177,STVSK-4,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,75,198,"? 76,500","? 2,01,960","? 1,25,460",164%,321,428%
fc3f51,STBLR-6,CAMP_SAN_01,P07,Home Care,300,BOGOF,40,165,"? 12,000","? 49,500","? 37,500",313%,290,725%
f3d93f,STHYD-4,CAMP_DIW_01,P09,Personal Care,110,50% OFF,73,95,"? 8,030","? 5,225","-? 2,805",-35%,22,30%
792708,STBLR-5,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,115,445,"? 40,250","? 1,55,750","? 1,15,500",287%,775,674%
4692bf,STMLR-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,267,731,"? 98,790","? 2,70,470","? 1,71,680",174%,1195,448%
deb3a5,STHYD-2,CAMP_SAN_01,P12,Personal Care,62,50% OFF,52,72,"? 3,224","? 2,232",-? 992,-31%,20,38%
a0dc46,STHYD-3,CAMP_DIW_01,P05,Home Care,55,25% OFF,129,104,"? 7,095","? 4,290","-? 2,805",-40%,-25,-19%
bb447f,STCBE-3,CAMP_SAN_01,P12,Personal Care,62,50% OFF,36,55,"? 2,232","? 1,705",-? 527,-24%,19,53%
fa1dd3,STCHE-3,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,127,367,"? 3,81,000","? 9,17,500","? 5,36,500",141%,240,189%
837127,STVJD-0,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,208,197,"? 32,448","? 23,049","-? 9,399",-29%,-11,-5%
6aae63,STMYS-2,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,63,189,"? 22,050","? 66,150","? 44,100",200%,315,500%
a24528,STVSK-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,70,62,"? 3,850","? 2,558","-? 1,293",-34%,-8,-11%
4ff977,STVSK-4,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,292,750,"? 8,76,000","? 18,75,000","? 9,99,000",114%,458,157%
3.42E+08,STMDU-3,CAMP_SAN_01,P11,Personal Care,190,50% OFF,34,38,"? 6,460","? 3,610","-? 2,850",-44%,4,12%
f8b215,STBLR-4,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,40,138,"? 40,800","? 1,40,760","? 99,960",245%,236,590%
f6c17f,STBLR-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,45,"? 4,860","? 3,038","-? 1,823",-38%,-9,-17%
67f756,STHYD-5,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,111,441,"? 38,850","? 1,54,350","? 1,15,500",297%,771,695%
d6cc80,STCHE-4,CAMP_DIW_01,P07,Home Care,300,BOGOF,61,236,"? 18,300","? 70,800","? 52,500",287%,411,674%
9d9a6c,STCBE-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,82,190,"? 2,46,000","? 4,75,000","? 2,29,000",93%,108,132%
7ae5f8,STCHE-7,CAMP_DIW_01,P11,Personal Care,190,50% OFF,87,114,"? 16,530","? 10,830","-? 5,700",-34%,27,31%
fedf26,STMLR-2,CAMP_SAN_01,P10,Personal Care,50,25% OFF,19,15,? 950,? 563,-? 388,-41%,-4,-21%
bfdede,STMYS-2,CAMP_SAN_01,P11,Personal Care,190,50% OFF,61,86,"? 11,590","? 8,170","-? 3,420",-30%,25,41%
e2f806,STMDU-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,36,126,"? 36,720","? 1,28,520","? 91,800",250%,216,600%
2706c5,STMYS-2,CAMP_DIW_01,P12,Personal Care,62,50% OFF,77,97,"? 4,774","? 3,007","-? 1,767",-37%,20,26%
79f662,STVSK-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,40,28,"? 3,600","? 1,890","-? 1,710",-48%,-12,-30%
3133f3,STCHE-5,CAMP_SAN_01,P09,Personal Care,90,25% OFF,63,53,"? 5,670","? 3,578","-? 2,093",-37%,-10,-16%
fd4e7e,STCBE-4,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,336,913,"? 67,200","? 1,82,600","? 1,15,400",172%,1490,443%
77c6d5,STCHE-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,59,67,"? 6,490","? 3,685","-? 2,805",-43%,8,14%
0d23fe,STVSK-4,CAMP_DIW_01,P09,Personal Care,110,50% OFF,63,86,"? 6,930","? 4,730","-? 2,200",-32%,23,37%
221da2,STCBE-3,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,91,211,"? 2,73,000","? 5,27,500","? 2,54,500",93%,120,132%
b1a501,STBLR-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,80,108,"? 15,200","? 10,260","-? 4,940",-33%,28,35%
4e42b9,STHYD-4,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,376,1447,"? 75,200","? 2,89,400","? 2,14,200",285%,2518,670%
1e5ae7,STCHE-7,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,51,"? 4,860","? 3,443","-? 1,418",-29%,-3,-6%
078a6a,STMDU-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,57,47,"? 5,130","? 3,173","-? 1,958",-38%,-10,-18%
8dca75,STBLR-5,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,71,248,"? 24,850","? 86,800","? 61,950",249%,425,599%
4eb35e,STCHE-6,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,483,1907,"? 1,78,710","? 7,05,590","? 5,26,880",295%,3331,690%
73ad85,STHYD-5,CAMP_DIW_01,P05,Home Care,55,25% OFF,106,102,"? 5,830","? 4,208","-? 1,623",-28%,-4,-4%
b98ea0,STCHE-3,CAMP_SAN_01,P11,Personal Care,190,50% OFF,48,69,"? 9,120","? 6,555","-? 2,565",-28%,21,44%
4406de,STVSK-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,28,40,"? 5,320","? 3,800","-? 1,520",-29%,12,43%
e98f37,STBLR-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,43,145,"? 51,170","? 1,72,550","? 1,21,380",237%,247,574%
311946,STBLR-5,CAMP_DIW_01,P05,Home Care,55,25% OFF,119,107,"? 6,545","? 4,414","-? 2,131",-33%,-12,-10%
598637,STCHE-7,CAMP_DIW_01,P09,Personal Care,110,50% OFF,71,90,"? 7,810","? 4,950","-? 2,860",-37%,19,27%
a2fd0b,STBLR-6,CAMP_DIW_01,P12,Personal Care,62,50% OFF,112,165,"? 6,944","? 5,115","-? 1,829",-26%,53,47%
53089f,STTRV-0,CAMP_DIW_01,P07,Home Care,300,BOGOF,26,87,"? 7,800","? 26,100","? 18,300",235%,148,569%
82ff02,STMDU-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,22,18,"? 1,100",? 675,-? 425,-39%,-4,-18%
20618e,STCHE-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,379,1622,"? 1,40,230","? 6,00,140","? 4,59,910",328%,2865,756%
1b6084,STMLR-1,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,141,217,"? 24,252","? 25,007",? 755,3%,76,54%
4cd59b,STVSK-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,42,35,"? 3,780","? 2,363","-? 1,418",-38%,-7,-17%
716a3b,STCHE-5,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,130,514,"? 1,32,600","? 5,24,280","? 3,91,680",295%,898,691%
c32fcd,STHYD-3,CAMP_SAN_01,P08,Home Care,1190,BOGOF,73,192,"? 86,870","? 2,28,480","? 1,41,610",163%,311,426%
f517b1,STVSK-4,CAMP_SAN_01,P07,Home Care,300,BOGOF,33,83,"? 9,900","? 24,900","? 15,000",152%,133,403%
f2d468,STTRV-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,190,741,"? 38,000","? 1,48,200","? 1,10,200",290%,1292,680%
371e1a,STBLR-5,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,322,483,"? 55,384","? 55,661",? 277,1%,161,50%
9bd616,STCHE-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,330,504,"? 56,760","? 58,081","? 1,321",2%,174,53%
1c9eaa,STBLR-6,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,367,612,"? 3,15,620","? 3,52,634","? 37,014",12%,245,67%
1b0022,STVSK-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,370,1457,"? 1,36,900","? 5,39,090","? 4,02,190",294%,2544,688%
ad2ad4,STMDU-3,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,197,175,"? 57,130","? 38,063","-? 19,068",-33%,-22,-11%
fad26a,STCHE-3,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,369,546,"? 63,468","? 62,921",-? 547,-1%,177,48%
26a18a,STVSK-3,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,109,192,"? 3,27,000","? 4,80,000","? 1,53,000",47%,83,76%
d3d574,STMLR-2,CAMP_SAN_01,P08,Home Care,1190,BOGOF,16,63,"? 19,040","? 74,970","? 55,930",294%,110,688%
0edad5,STTRV-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,51,205,"? 17,850","? 71,750","? 53,900",302%,359,704%
46ee5a,STCBE-3,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,246,214,"? 71,340","? 46,545","-? 24,795",-35%,-32,-13%
9d3d1f,STCHE-6,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,147,320,"? 4,41,000","? 8,00,000","? 3,59,000",81%,173,118%
caa1e1,STCHE-5,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,432,1736,"? 86,400","? 3,47,200","? 2,60,800",302%,3040,704%
7d9576,STBLR-7,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,120,345,"? 3,60,000","? 8,62,500","? 5,02,500",140%,225,188%
59f792,STCHE-4,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,448,1545,"? 13,44,000","? 38,62,500","? 25,18,500",187%,1097,245%
86206,STHYD-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,102,279,"? 1,04,040","? 2,84,580","? 1,80,540",174%,456,447%
457639,STCHE-4,CAMP_SAN_01,P08,Home Care,1190,BOGOF,54,222,"? 64,260","? 2,64,180","? 1,99,920",311%,390,722%
5f18fc,STVJD-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,18,13,? 900,? 488,-? 413,-46%,-5,-28%
2fe921,STCHE-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,21,"? 1,375",? 866,-? 509,-37%,-4,-16%
5760fd,STCBE-1,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,87,346,"? 30,450","? 1,21,100","? 90,650",298%,605,695%
715baf,STHYD-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,82,239,"? 28,700","? 83,650","? 54,950",191%,396,483%
d04bc1,STCBE-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,49,46,"? 4,410","? 3,105","-? 1,305",-30%,-3,-6%
269cec,STBLR-6,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,532,813,"? 4,57,520","? 4,68,451","? 10,931",2%,281,53%
41dc33,STHYD-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,36,29,"? 1,800","? 1,088",-? 713,-40%,-7,-19%
420258,STVSK-3,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,54,137,"? 55,080","? 1,39,740","? 84,660",154%,220,407%
005c46,STCBE-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,18,15,? 990,? 619,-? 371,-38%,-3,-17%
642b50,STMYS-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,36,145,"? 36,720","? 1,47,900","? 1,11,180",303%,254,706%
93118f,STVSK-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,261,1041,"? 52,200","? 2,08,200","? 1,56,000",299%,1821,698%
5e0a8c,STBLR-5,CAMP_SAN_01,P12,Personal Care,62,50% OFF,55,77,"? 3,410","? 2,387","-? 1,023",-30%,22,40%
8ba5a1,STBLR-6,CAMP_DIW_01,P09,Personal Care,110,50% OFF,84,131,"? 9,240","? 7,205","-? 2,035",-22%,47,56%
eb967c,STMYS-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,133,383,"? 3,99,000","? 9,57,500","? 5,58,500",140%,250,188%
726ac4,STBLR-5,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,454,1756,"? 1,67,980","? 6,49,720","? 4,81,740",287%,3058,674%
f8b6ac,STCHE-4,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,400,580,"? 3,44,000","? 3,34,196","-? 9,804",-3%,180,45%
a83e09,STMDU-3,CAMP_SAN_01,P07,Home Care,300,BOGOF,22,88,"? 6,600","? 26,400","? 19,800",300%,154,700%
417902,STMDU-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,29,116,"? 34,510","? 1,38,040","? 1,03,530",300%,203,700%
3100ef,STBLR-5,CAMP_SAN_01,P09,Personal Care,90,25% OFF,67,56,"? 6,030","? 3,780","-? 2,250",-37%,-11,-16%
20da13,STBLR-4,CAMP_SAN_01,P07,Home Care,300,BOGOF,48,185,"? 14,400","? 55,500","? 41,100",285%,322,671%
380a4f,STCHE-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,45,137,"? 53,550","? 1,63,030","? 1,09,480",204%,229,509%
8c13bb,STBLR-5,CAMP_DIW_01,P08,Home Care,1190,BOGOF,47,159,"? 55,930","? 1,89,210","? 1,33,280",238%,271,577%
d70dcb,STCBE-4,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,90,146,"? 2,70,000","? 3,65,000","? 95,000",35%,56,62%
367337,STCHE-6,CAMP_SAN_01,P09,Personal Care,90,25% OFF,81,60,"? 7,290","? 4,050","-? 3,240",-44%,-21,-26%
ff3c54,STCHE-3,CAMP_SAN_01,P05,Home Care,55,25% OFF,24,19,"? 1,320",? 784,-? 536,-41%,-5,-21%
bae5cb,STVSK-3,CAMP_SAN_01,P11,Personal Care,190,50% OFF,34,39,"? 6,460","? 3,705","-? 2,755",-43%,5,15%
23ef05,STVSK-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,78,121,"? 4,836","? 3,751","-? 1,085",-22%,43,55%
49057f,STHYD-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,121,274,"? 3,63,000","? 6,85,000","? 3,22,000",89%,153,126%
f3de30,STMLR-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,31,45,"? 1,922","? 1,395",-? 527,-27%,14,45%
ac0b1c,STMYS-3,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,78,331,"? 79,560","? 3,37,620","? 2,58,060",324%,584,749%
75c3a0,STBLR-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,73,282,"? 25,550","? 98,700","? 73,150",286%,491,673%
5715c0,STVSK-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,46,66,"? 2,852","? 2,046",-? 806,-28%,20,43%
e5db3d,STCBE-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,29,98,"? 34,510","? 1,16,620","? 82,110",238%,167,576%
ef61c6,STHYD-2,CAMP_SAN_01,P07,Home Care,300,BOGOF,48,188,"? 14,400","? 56,400","? 42,000",292%,328,683%
0eb526,STMLR-0,CAMP_DIW_01,P07,Home Care,300,BOGOF,38,113,"? 11,400","? 33,900","? 22,500",197%,188,495%
eb8939,STBLR-9,CAMP_DIW_01,P06,Home Care,415,25% OFF,91,89,"? 37,765","? 27,701","-? 10,064",-27%,-2,-2%
316cd1,STMYS-2,CAMP_SAN_01,P07,Home Care,300,BOGOF,45,122,"? 13,500","? 36,600","? 23,100",171%,199,442%
5a94d6,STVSK-0,CAMP_DIW_01,P06,Home Care,415,25% OFF,64,58,"? 26,560","? 18,053","-? 8,508",-32%,-6,-9%
ff8f10,STMDU-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,34,47,"? 6,460","? 4,465","-? 1,995",-31%,13,38%
9ff8d2,STBLR-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,87,82,"? 36,105","? 25,523","-? 10,583",-29%,-5,-6%
0c0926,STMDU-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,26,91,"? 30,940","? 1,08,290","? 77,350",250%,156,600%
252235,STHYD-4,CAMP_DIW_01,P07,Home Care,300,BOGOF,64,223,"? 19,200","? 66,900","? 47,700",248%,382,597%
41d6bd,STCHE-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,424,1127,"? 84,800","? 2,25,400","? 1,40,600",166%,1830,432%
73c8f5,STVSK-3,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,229,293,"? 39,388","? 33,765","-? 5,623",-14%,64,28%
1f0eaf,STBLR-6,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,147,385,"? 4,41,000","? 9,62,500","? 5,21,500",118%,238,162%
bb62b3,STHYD-6,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,378,1459,"? 75,600","? 2,91,800","? 2,16,200",286%,2540,672%
6c43b6,STMLR-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,29,97,"? 8,700","? 29,100","? 20,400",234%,165,569%
86ec8d,STMDU-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,303,1172,"? 1,12,110","? 4,33,640","? 3,21,530",287%,2041,674%
35463c,STCBE-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,211,202,"? 61,190","? 43,935","-? 17,255",-28%,-9,-4%
95f061,STMYS-3,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,160,443,"? 4,80,000","? 11,07,500","? 6,27,500",131%,283,177%
693b77,STMLR-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,70,88,"? 4,340","? 2,728","-? 1,612",-37%,18,26%
4ca50a,STHYD-3,CAMP_DIW_01,P08,Home Care,1190,BOGOF,50,156,"? 59,500","? 1,85,640","? 1,26,140",212%,262,524%
01b425,STMYS-3,CAMP_DIW_01,P09,Personal Care,110,50% OFF,68,76,"? 7,480","? 4,180","-? 3,300",-44%,8,12%
d3d442,STBLR-5,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,166,396,"? 4,98,000","? 9,90,000","? 4,92,000",99%,230,139%
b17f27,STCBE-0,CAMP_DIW_01,P06,Home Care,415,25% OFF,59,56,"? 24,485","? 17,430","-? 7,055",-29%,-3,-5%
be6ab1,STCHE-4,CAMP_SAN_01,P09,Personal Care,90,25% OFF,73,60,"? 6,570","? 4,050","-? 2,520",-38%,-13,-18%
cf0ccd,STVSK-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,35,117,"? 41,650","? 1,39,230","? 97,580",234%,199,569%
d7798b,STMYS-2,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,484,677,"? 4,16,240","? 3,90,087","-? 26,153",-6%,193,40%
e93b62,STCHE-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,513,2067,"? 1,89,810","? 7,64,790","? 5,74,980",303%,3621,706%
65f085,STCHE-4,CAMP_SAN_01,P12,Personal Care,62,50% OFF,60,87,"? 3,720","? 2,697","-? 1,023",-28%,27,45%
39d354,STMYS-0,CAMP_DIW_01,P06,Home Care,415,25% OFF,57,49,"? 23,655","? 15,251","-? 8,404",-36%,-8,-14%
90f2d8,STMDU-2,CAMP_DIW_01,P10,Personal Care,65,50% OFF,61,71,"? 3,965","? 2,308","-? 1,658",-42%,10,16%
d04c7f,STBLR-9,CAMP_SAN_01,P07,Home Care,300,BOGOF,40,159,"? 12,000","? 47,700","? 35,700",298%,278,695%
7b51be,STCHE-5,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,403,1587,"? 1,49,110","? 5,87,190","? 4,38,080",294%,2771,688%
68c31e,STBLR-7,CAMP_SAN_01,P08,Home Care,1190,BOGOF,54,235,"? 64,260","? 2,79,650","? 2,15,390",335%,416,770%
b6233e,STMLR-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,175,222,"? 30,100","? 25,583","-? 4,517",-15%,47,27%
4b411a,STVJD-0,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,218,673,"? 6,54,000","? 16,82,500","? 10,28,500",157%,455,209%
dd9914,STVSK-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,98,132,"? 6,370","? 4,290","-? 2,080",-33%,34,35%
874377,STHYD-3,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,365,616,"? 3,13,900","? 3,54,939","? 41,039",13%,251,69%
7.83E+87,STMDU-3,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,31,108,"? 31,620","? 1,10,160","? 78,540",248%,185,597%
6a1564,STMDU-3,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,334,1022,"? 10,02,000","? 25,55,000","? 15,53,000",155%,688,206%
ac0b82,STMYS-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,234,205,"? 67,860","? 44,588","-? 23,273",-34%,-29,-12%
19d7b5,STMYS-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,382,1596,"? 76,400","? 3,19,200","? 2,42,800",318%,2810,736%
9d7bd2,STCHE-5,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,413,375,"? 64,428","? 43,875","-? 20,553",-32%,-38,-9%
17edbc,STMYS-1,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,281,230,"? 43,836","? 26,910","-? 16,926",-39%,-51,-18%
38bf1b,STCHE-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,30,25,"? 1,650","? 1,031",-? 619,-38%,-5,-17%
4cc388,STBLR-7,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,526,799,"? 4,52,360","? 4,60,384","? 8,024",2%,273,52%
c115da,STCHE-2,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,84,293,"? 29,400","? 1,02,550","? 73,150",249%,502,598%
1271,STCBE-2,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,121,500,"? 42,350","? 1,75,000","? 1,32,650",313%,879,726%
3bf731,STVSK-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,265,673,"? 98,050","? 2,49,010","? 1,50,960",154%,1081,408%
07e4ea,STHYD-6,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,486,1890,"? 1,79,820","? 6,99,300","? 5,19,480",289%,3294,678%
a1ef43,STTRV-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,27,38,"? 1,674","? 1,178",-? 496,-30%,11,41%
1cfaa8,STBLR-2,CAMP_SAN_01,P08,Home Care,1190,BOGOF,43,166,"? 51,170","? 1,97,540","? 1,46,370",286%,289,672%
2eb400,STBLR-5,CAMP_SAN_01,P07,Home Care,300,BOGOF,52,207,"? 15,600","? 62,100","? 46,500",298%,362,696%
cd3392,STCHE-6,CAMP_SAN_01,P07,Home Care,300,BOGOF,31,123,"? 9,300","? 36,900","? 27,600",297%,215,694%
141d98,STCHE-4,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,387,1695,"? 77,400","? 3,39,000","? 2,61,600",338%,3003,776%
e74698,STBLR-5,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,43,144,"? 43,860","? 1,46,880","? 1,03,020",235%,245,570%
512d92,STCHE-4,CAMP_DIW_01,P09,Personal Care,110,50% OFF,87,115,"? 9,570","? 6,325","-? 3,245",-34%,28,32%
ce3c11,STHYD-4,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,52,176,"? 53,040","? 1,79,520","? 1,26,480",238%,300,577%
6.20E+94,STMYS-0,CAMP_SAN_01,P08,Home Care,1190,BOGOF,48,129,"? 57,120","? 1,53,510","? 96,390",169%,210,438%
315542,STVJD-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,183,710,"? 36,600","? 1,42,000","? 1,05,400",288%,1237,676%
42a404,STCBE-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,42,48,"? 2,604","? 1,488","-? 1,116",-43%,6,14%
7a2a47,STBLR-7,CAMP_DIW_01,P07,Home Care,300,BOGOF,64,254,"? 19,200","? 76,200","? 57,000",297%,444,694%
ad9ba5,STHYD-5,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,337,485,"? 57,964","? 55,891","-? 2,073",-4%,148,44%
3080c6,STVSK-4,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,38,114,"? 38,760","? 1,16,280","? 77,520",200%,190,500%
c11cad,STMYS-2,CAMP_SAN_01,P09,Personal Care,90,25% OFF,61,50,"? 5,490","? 3,375","-? 2,115",-39%,-11,-18%
8a219d,STBLR-8,CAMP_DIW_01,P08,Home Care,1190,BOGOF,64,218,"? 76,160","? 2,59,420","? 1,83,260",241%,372,581%
3ec68b,STBLR-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,73,95,"? 8,030","? 5,225","-? 2,805",-35%,22,30%
0690d9,STHYD-3,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,418,1082,"? 12,54,000","? 27,05,000","? 14,51,000",116%,664,159%
c7f28c,STBLR-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,144,374,"? 4,32,000","? 9,35,000","? 5,03,000",116%,230,160%
94102d,STBLR-4,CAMP_SAN_01,P12,Personal Care,62,50% OFF,64,92,"? 3,968","? 2,852","-? 1,116",-28%,28,44%
74657,STMLR-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,194,271,"? 1,66,840","? 1,56,150","-? 10,690",-6%,77,40%
f46036,STVSK-4,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,61,178,"? 21,350","? 62,300","? 40,950",192%,295,484%
c74866,STBLR-5,CAMP_DIW_01,P10,Personal Care,65,50% OFF,115,151,"? 7,475","? 4,908","-? 2,568",-34%,36,31%
ab6327,STHYD-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,444,1123,"? 1,64,280","? 4,15,510","? 2,51,230",153%,1802,406%
41cb8f,STBLR-6,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,402,353,"? 62,712","? 41,301","-? 21,411",-34%,-49,-12%
9a13a5,STHYD-4,CAMP_DIW_01,P11,Personal Care,190,50% OFF,82,107,"? 15,580","? 10,165","-? 5,415",-35%,25,30%
cac6b5,STCBE-4,CAMP_SAN_01,P11,Personal Care,190,50% OFF,28,39,"? 5,320","? 3,705","-? 1,615",-30%,11,39%
2c0a90,STMDU-2,CAMP_SAN_01,P12,Personal Care,62,50% OFF,36,42,"? 2,232","? 1,302",-? 930,-42%,6,17%
7a9ebd,STTRV-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,33,42,"? 6,270","? 3,990","-? 2,280",-36%,9,27%
